frame,gt_v0_x,gt_v0_y,gt_v0_z,gt_v1_x,gt_v1_y,gt_v1_z,gt_v2_x,gt_v2_y,gt_v2_z,gt_v3_x,gt_v3_y,gt_v3_z,gt_v4_x,gt_v4_y,gt_v4_z,gt_v5_x,gt_v5_y,gt_v5_z,gt_v6_x,gt_v6_y,gt_v6_z,gt_v7_x,gt_v7_y,gt_v7_z,gt_m0_x,gt_m0_y,gt_m0_z,gt_m1_x,gt_m1_y,gt_m1_z,gt_m2_x,gt_m2_y,gt_m2_z,gt_center_x,gt_center_y,gt_center_z,noisy_v0_x,noisy_v0_y,noisy_v0_z,noisy_v1_x,noisy_v1_y,noisy_v1_z,noisy_v2_x,noisy_v2_y,noisy_v2_z,noisy_v3_x,noisy_v3_y,noisy_v3_z,noisy_v4_x,noisy_v4_y,noisy_v4_z,noisy_v5_x,noisy_v5_y,noisy_v5_z,noisy_v6_x,noisy_v6_y,noisy_v6_z,noisy_v7_x,noisy_v7_y,noisy_v7_z,noisy_m0_x,noisy_m0_y,noisy_m0_z,noisy_m1_x,noisy_m1_y,noisy_m1_z,noisy_m2_x,noisy_m2_y,noisy_m2_z,noisy_center_x,noisy_center_y,noisy_center_z,optimized_v0_x,optimized_v0_y,optimized_v0_z,optimized_v1_x,optimized_v1_y,optimized_v1_z,optimized_v2_x,optimized_v2_y,optimized_v2_z,optimized_v3_x,optimized_v3_y,optimized_v3_z,optimized_v4_x,optimized_v4_y,optimized_v4_z,optimized_v5_x,optimized_v5_y,optimized_v5_z,optimized_v6_x,optimized_v6_y,optimized_v6_z,optimized_v7_x,optimized_v7_y,optimized_v7_z,optimized_m0_x,optimized_m0_y,optimized_m0_z,optimized_m1_x,optimized_m1_y,optimized_m1_z,optimized_m2_x,optimized_m2_y,optimized_m2_z,optimized_center_x,optimized_center_y,optimized_center_z
55,-0.06265729973467538,1.2951536340709047,-0.23393769606890913,-1.653982568667348,2.214833352145546,0.5546516169568938,-0.5017438623577549,3.7659176935289627,1.0708718505754247,1.0895814065749176,2.8462379754543212,0.28228253754962185,-0.43686292788363124,2.160212350041863,-1.997922833700268,-2.028188196816304,3.0798920681165045,-1.209333520674465,-0.8759494905067108,4.630976409499921,-0.6931132870559341,0.7153757784259618,3.7112966914252796,-1.481702600081737,-1.333482424852888,1.7997517657478506,-0.8506906667763199,-1.9488122032295925,2.4825441172523863,0.4083422432660603,-0.5556127097757303,2.5803004991818606,-2.2202389065621064,-0.690212227165796,2.77882877786049,-0.5791628420519763,-0.15177652227620414,1.0799720939379742,-0.30585302799315117,-1.6750955925501174,2.1161153994304276,0.5415259202476633,-0.4940586740618781,3.743432095348155,1.0058715924930788,1.1064468737715905,2.890432040411262,0.17324262980533722,-0.2957696899090042,2.1503535368134368,-1.9960378714057831,-1.9573667544906481,3.103213681242855,-1.1140198572831406,-0.8472370739865284,4.569732672035877,-0.656962934535324,0.6010031576938956,3.722152662002932,-1.4850255991461832,-1.354294110580142,1.7868980146039575,-1.0388755713260838,-2.0036846940036885,2.491828607366498,0.42432788246580033,-0.6583802238683261,2.7068712832683306,-2.3068563913835565,-0.7027466640237319,2.7600910987692457,-0.6144239298237584,-0.06373914450697682,1.2773531408924197,-0.3066635963478585,-1.6599741998132311,2.1774359441673043,0.5341758278316088,-0.4782402215775482,3.7248410952669495,1.0542445562430598,1.0898885717980795,2.79449384883715,0.2373128770321371,-0.4572714822077669,2.1664902138465223,-2.0340484628646034,-2.032915504673455,3.093922494121906,-1.2096715844631885,-0.870786277666189,4.615428747389892,-0.6861585220517128,0.7117694122219842,3.7075610073445175,-1.495246720332772,-1.353409484878683,1.8038937834518807,-0.8927066199262086,-1.9306523017503332,2.4539224642127238,0.38965297724670156,-0.5857637127127453,2.616685665433315,-2.255277055264981,-0.6937358496151695,2.766548036814962,-0.6058533020816198
56,-0.12382055952099846,1.2803577906803036,-0.3771520978524696,-1.6759755069967175,2.1664968921329733,0.5203848160977605,-0.5127944464441649,3.722477523698508,0.9957100674412557,1.039360501031554,2.8363384222458388,0.09817315349102551,-0.611493441070184,2.171245980673623,-2.1000837254952907,-2.1636483885459032,3.0573850821262925,-1.2025468115450604,-1.0004673279933505,4.613365713691827,-0.7272215602015653,0.5516876194823686,3.727226612239158,-1.6247584741517955,-1.4345297391715888,1.7798762785119144,-0.9086807675346388,-1.9819496813504531,2.4330509858498717,0.3965756090438718,-0.7479254060723378,2.5936355919741074,-2.307383834494482,-0.7874142160592523,2.7619506248931285,-0.6579076022910354,-0.02687483946832478,1.3230772268674722,-0.44177482883684993,-1.4984444177357663,2.0471332089573253,0.6123002334587607,-0.4127362146398671,3.6554155027908437,1.1349565974476885,1.014355849571659,2.8652077851738245,0.12420533736814758,-0.6249243152172388,2.2523268079896015,-2.0207348534400693,-2.3385015858697216,3.187819106414108,-1.3687960103486279,-0.8972127075591847,4.7260362273745855,-0.8363182032230851,0.51060619068691,3.6166561453905643,-1.646250577180669,-1.4653331675901629,1.8578423317388484,-0.7776498929226779,-1.8423813002714575,2.3768341831920416,0.375653421669419,-0.9162692252944329,2.5130485853244884,-2.2108986711847365,-0.7725196121261443,2.7655815555648817,-0.6413915861084273,-0.10334567077920365,1.281031509476687,-0.4067645688986765,-1.6466252169559286,2.15528463432347,0.5519304075366813,-0.45255584622469525,3.7185645412276322,0.9898615091830287,1.0648850754784125,2.8135734368382166,0.056954530878954635,-0.635139181343614,2.1688050765335456,-2.0974285414684575,-2.159487027016525,3.070751254227152,-1.1565572986260795,-0.9843399354508009,4.607837235752492,-0.7138524939351527,0.5477358331337392,3.725515115450146,-1.639909497014056,-1.4399605693269046,1.7900477801029093,-0.8949285882654765,-1.931139123430939,2.4281310241892236,0.4286219749951885,-0.785998884799643,2.6176375011632764,-2.3069973666767627,-0.7750882315196457,2.7615617372077046,-0.6535518120264371
57,-0.18773054547523826,1.2639919062178149,-0.5199258074270543,-1.6939608721383543,2.115188714487221,0.48343564122058935,-0.5223324919482704,3.6769099236543314,0.9173870250999112,0.9838978347148457,2.8257131153849255,-0.08597442354773244,-0.7865269564309838,2.178590647978153,-2.194724899795128,-2.2927572830941,3.029787456247559,-1.1913634511474844,-1.121128902904016,4.59150866541467,-0.7574120672681626,0.38510142375910017,3.740311857145264,-1.7607735159158062,-1.53315100933219,1.7564593789409093,-0.9641324752570998,-2.009714882781184,2.3800580469916826,0.3827199946625248,-0.9397464332694361,2.6028021980738725,-2.385953435016046,-0.8834591017181661,2.741938355503309,-0.7342470376719535,-0.026172263120415096,1.1405570190298226,-0.5791722333423437,-1.696601447834247,2.1432048303691813,0.40247528922842474,-0.4799263875018614,3.6295259889472398,0.9159417980120833,1.0385262595152156,2.8263553423660195,-0.1296130126003893,-0.7974879368235669,2.1697543520576197,-2.2317260027833408,-2.3186368893608105,3.1896521732980307,-1.1352715063533605,-1.1506769347069319,4.661204105865743,-0.7907940162437636,0.5024138875177643,3.777276076365073,-1.771503730316229,-1.4883793167511623,1.5993717637340594,-1.0768092221480803,-2.1291073834210894,2.3943523564680533,0.555971494611034,-0.7166164186501729,2.666607308217948,-2.3358689875216005,-0.842060439194298,2.7452601197017086,-0.7433063754052331,-0.15910533545208494,1.2716382354711004,-0.5460017187811542,-1.6844580052173432,2.095473199373567,0.48342604793490507,-0.5031400514669084,3.6687484597921505,0.9201436069357734,0.9977607992121827,2.813119899515128,-0.08342387127415751,-0.7612692641031683,2.189805706095215,-2.1963525939916106,-2.2687582673105093,3.0420794490247878,-1.1846765934888484,-1.105750242919387,4.5887246684950735,-0.7432103481143009,0.4096188629542895,3.7558508303845963,-1.739858581125804,-1.5194900673814478,1.7684270867179384,-0.9778527104398282,-1.9774465799668581,2.3661056569789385,0.37612249285395527,-0.9265093326675228,2.6407571164517902,-2.3899161062125263,-0.8635043167562507,2.745520937118208,-0.7346909432457814
58,-0.2544081689710439,1.2460640058359398,-0.661695362188081,-1.7081408189632885,2.061054745628367,0.4439499138381485,-0.530593491452498,3.629338164379336,0.8362118288171153,0.9231391585397466,2.8143474245869085,-0.269433447209114,-0.9615458315366298,2.1821608023924512,-2.28147285112226,-2.4152784815288744,2.997151542184879,-1.175827575096031,-1.2377311540180838,4.565434960935848,-0.783565660117064,0.21600149597416074,3.7504442211434204,-1.8892109361432934,-1.6292301571276566,1.7295369193226668,-1.016826947386798,-2.032271365846963,2.323717876080708,0.366830081901956,-1.1305918962978923,2.6077075775580933,-2.4556376298085767,-0.9782409737480929,2.7188143854589653,-0.8078798713194544,-0.4345139423863178,1.1917966258625377,-0.7404737373789049,-1.7702255787884,2.044240363769888,0.3967408560684358,-0.7285234724900768,3.7041291899910895,0.7289375262431347,0.9470638449508616,3.0217556915619057,-0.36137190636775635,-1.2145745838112627,2.15356038020444,-2.171376887622403,-2.219443736106815,2.8741965827396374,-1.126157652772379,-1.284262199696089,4.554840125505434,-0.5191313254153604,0.0657044631346454,3.7758181872928778,-1.84244161896675,-1.520651524633722,1.7393352346697564,-0.9860218934363877,-2.071436222589142,2.3506305702052184,0.33251085435221495,-1.068434707312287,2.57074654395373,-2.417927590418358,-1.027208878157146,2.7255499541596833,-0.7915193977922286,-0.24791283286553223,1.2791277943926638,-0.6641805073072898,-1.7330610494804137,2.041323143335625,0.4665357995219458,-0.5795736591005074,3.649237557214183,0.8479901966837521,0.8838310264050997,2.8541989719945526,-0.2557813623373135,-0.9809334326833052,2.192175263070525,-2.263654180917597,-2.450298035020741,2.983562174558974,-1.1514238183604364,-1.3139030390654352,4.564201402701136,-0.7644127214401808,0.1636110893144298,3.792324703242202,-1.8619045978932531,-1.6480483406435291,1.7339379252148315,-1.0058080315892641,-2.040895493434838,2.3029505060461095,0.3805860283022796,-1.1726179515957125,2.639131792394137,-2.4414608009556136,-1.0108910652882257,2.7301973849240855,-0.7921376360266337
59,-0.3238615073025273,1.226579727786833,-0.8019012624712537,-1.7187306091115466,2.0042435126198677,0.4020834660771031,-0.5378160659778393,3.5798848748937404,0.7525048400071792,0.8570530358311801,2.802221090060706,-0.4514798885411778,-1.1361305702575357,2.1818772391679184,-2.359985224944168,-2.530999672066555,2.959541024000953,-1.1560004963958113,-1.3500851289328477,4.535182386274826,-0.8055791224657355,0.04478397287617164,3.757518601441791,-2.009563851014092,-1.722659225467968,1.6991500353254247,-1.0665562229160515,-2.049801333826151,2.2641877070519856,0.34896858098841954,-1.3199798387160686,2.608267256154826,-2.516161407190908,-1.0716569948137897,2.6926048595253516,-0.8785155080787722,-0.3267877886710251,1.33918475286405,-0.8070406348301024,-1.8960338559322347,2.1304356626912666,0.3115102359908412,-0.6031926998427213,3.520318745489391,0.889948649324261,0.6434856144333105,3.1159959434267055,-0.34587420763457266,-1.1138066788446197,2.17638783910629,-2.3314298174584023,-2.478887429228621,3.024062582595959,-1.1004400497954665,-1.341127060807323,4.5154485442440935,-0.8207064508310866,0.025293144840903538,3.8708956111284976,-1.950208178786006,-2.016698088934396,1.7647401129784008,-1.047082603444174,-2.0516722094707407,2.225335861743097,0.4613798529870209,-1.2252271925037828,2.530979489372465,-2.4754561784784546,-1.125877658632841,2.7467077405127474,-0.8377635802687403,-0.34277822438457384,1.277605461401198,-0.764069775828823,-1.7883325651944793,2.0253496251614345,0.4260468802693663,-0.6258647360906037,3.632924100534998,0.7807329832729731,0.7990057745717911,2.8520325545095013,-0.3819809545647839,-1.1348590564954018,2.203132158325114,-2.327815023966266,-2.565373685929983,2.980278654165761,-1.1564682876632382,-1.4197213452312984,4.5604811219927734,-0.7958682038604563,0.01941770189570602,3.8027324586237654,-1.9525988655994255,-1.7553630075480098,1.7316144561634845,-1.0511605691961883,-2.0996884627083054,2.28689218219397,0.3535811578861018,-1.333884505622221,2.6511541675807555,-2.4945286642223623,-1.1134038284306709,2.7276542673320687,-0.8512844839521002
60,-0.39608550414211174,1.205542365431327,-0.9399901796421377,-1.7259574937880338,1.9449056212607154,0.35800152567980503,-0.5442407555909282,3.5286716225549757,0.6665964119128482,0.7856312340549937,2.7893083667255874,-0.6313952934090945,-1.309861210658756,2.177667475215946,-2.429952168790267,-2.639733200304678,2.9170307310453345,-1.1319604634683247,-1.4580164621075724,4.5007967323395945,-0.8233655772352815,-0.1281444724616504,3.7614334765102067,-2.1213572825572244,-1.813338536772671,1.6653450479147658,-1.113124043113492,-2.0625046482124185,2.2016288761028164,0.3292059831058771,-1.5074318771069661,2.604405422885235,-2.567285907464395,-1.1636075388264357,2.663339612544228,-0.9458751813619716,-0.4932511775962404,1.0675805489524341,-1.0026619021011343,-1.639718146549758,2.040218125798324,0.4093100676895343,-0.4717311769061285,3.5802894512664714,0.602448252390553,0.8288234885223877,2.8693493192483555,-0.555966160427737,-1.1909698735112917,2.2484978599360526,-2.394807348036109,-2.5327181764730353,2.9143786051204286,-1.2201479285910966,-1.4743231585019487,4.426306467858949,-0.8908834047327197,-0.14259633953320217,3.6821914844102106,-2.1521534355211283,-2.0027000034680498,1.6866744186520597,-1.1130034955772694,-2.1442135113192378,2.267553442946057,0.42296299686853295,-1.6681878635438636,2.528132945028614,-2.6442001424431245,-1.175598721716397,2.664652060837996,-0.9581002273165179,-0.42037308818738117,1.2152007977075636,-0.9308898560197099,-1.7576353294205131,1.9687691298009038,0.37639389620564245,-0.5549390534118437,3.5634875043348417,0.6443945544821948,0.7636087845681159,2.7767941875196676,-0.6340797332093118,-1.3275253605997483,2.1574683616719597,-2.420352008928065,-2.6510356701914883,2.940415340388981,-1.1328363986950172,-1.4648822908453787,4.507880232608207,-0.8577263882637246,-0.13140758050850843,3.744161804323685,-2.1312684632658963,-1.847149021174431,1.6838049856515975,-1.1001872649677036,-2.0713170411050537,2.233575271237515,0.33078933296471213,-1.5350934928124005,2.608297468180135,-2.567989657377993,-1.1816135585171483,2.6727140984931874,-0.9476138170068066
61,-0.4710617239813355,1.1829529268780052,-1.0754171398314858,-1.7300595513916377,1.8831932343496225,0.3118780639258807,-0.5501088045880809,3.4758185059233346,0.578825585851984,0.7088890228222213,2.775578198451717,-0.8084696179053826,-1.4823187168836673,2.169466107802018,-2.4910975550980528,-2.7413165442939693,2.8697064152736353,-1.1038023513406863,-1.5613657974904127,4.462331686847348,-0.8368548294145829,-0.3023679700801105,3.76209137937573,-2.2241500331719495,-1.9011768208385418,1.628173353182392,-1.1563466260676118,-2.070597774438533,2.136206257608967,0.30762028219950066,-1.6924748235248082,2.5960553018913535,-2.608809365583019,-1.2539963186080796,2.6310521243258296,-1.0096930533123094,-0.5650520340922219,1.26590041107118,-1.0947997537087661,-1.7565110355226987,1.682806997908947,0.37541986694680335,-0.6740346440734282,3.4818117689499672,0.6065632796478031,0.8449548824060864,2.644696158539806,-1.1104208334874652,-1.4639337624082978,2.3495172259531034,-2.367202919804109,-2.7203506027665068,2.8205427967104306,-1.0230900916769552,-1.6587204174608596,4.50996746378297,-0.7863078134979202,-0.19634697933022255,4.038057383266837,-2.184908436454073,-1.9520731834092917,1.6256159219631927,-1.3332542165565238,-2.140069087547439,2.0952780137976568,0.25521144240604143,-1.677239336321436,2.5138133086531336,-2.496706298850572,-1.269034200047847,2.638909768236111,-1.0144996159123396,-0.47215474095442667,1.2050118851919223,-1.1347365058498446,-1.7433543137954883,1.8418602034887606,0.2948096484541656,-0.5635013724381948,3.4490421724082587,0.5886506510193963,0.6915623955126158,2.7768940617089024,-0.8131279105629918,-1.4908113935609033,2.211196661872136,-2.5055835912923703,-2.7501835865118442,2.8789256867969417,-1.0947322218822477,-1.585771735802362,4.458040026240613,-0.7945081548852327,-0.31603901239858534,3.8089171433537405,-2.190842051788291,-1.917068976429992,1.6446312832547025,-1.1885760596485102,-2.065268372171631,2.100446490415759,0.2846727747055524,-1.7174138793117935,2.664424250535139,-2.612187317077496,-1.2663640898056914,2.6399445332060796,-1.0151055217098064
62,-0.5487581617857529,1.1588102119452888,-1.2076476746981228,-1.7312844848269346,1.819259552108605,0.26389510904706603,-0.555660946312647,3.4214437617284568,0.4895387531763722,0.6268653767285348,2.7609944215651403,-0.9820040305688166,-1.653086369795421,2.157215153601052,-2.543180070962438,-2.8356126928366026,2.8176644937643687,-1.0716372872172495,-1.659989154322315,4.41984870338422,-0.8459936430879432,-0.4774628312811332,3.759399363220904,-2.317536426833132,-1.9860913119397496,1.5876913004498656,-1.196053391990013,-2.0743126644845624,2.0680876943814672,0.2842966671691969,-1.874642289850044,2.5831594969105214,-2.640567907427852,-1.3427305027915117,2.59577946845999,-1.0697172639448118,-0.5487374552939331,1.1578801798314273,-1.2404371463494146,-1.7157654164410368,1.9017693785753684,0.177182087475976,-0.6214725952201726,3.3910711588507905,0.3549516608290507,0.544939590756385,2.7133723342106744,-0.8945651124975438,-1.6268302368952285,2.1765741447378066,-2.458090274745641,-2.849349871676542,2.8567109787572575,-1.0819594625104991,-1.6334529193823522,4.361572837623062,-1.089875358915586,-0.49089074749976364,3.9016741768308982,-2.224914886608973,-1.8895515634806326,1.7113043726304875,-1.187187632893869,-2.054581093744003,2.006322504838032,0.2526893815664919,-1.8130651748729298,2.703547940627403,-2.654512534995952,-1.336250680340928,2.6256181825012006,-1.0951562981496326,-0.5362402170014237,1.1849520732846137,-1.2298115870908153,-1.7591943971230717,1.8109531512191546,0.24586861726986275,-0.5897944991627475,3.434277901023572,0.48825264017722914,0.6185726485522633,2.7728804852976117,-0.958935521343483,-1.6202776767076184,2.1726603838571927,-2.5634479661568306,-2.8325403669625207,2.8296189044149878,-1.1070116888848143,-1.6779567042145178,4.424704981498632,-0.8575552439433237,-0.4550205852820368,3.7865401544005004,-2.2999501136220077,-1.9877403567906795,1.6057699813517905,-1.2289791040617262,-2.0845889960114796,2.0653433774732863,0.24736954262085886,-1.856708846507543,2.6225248936288823,-2.662697715879183,-1.343771817928307,2.610020571586384,-1.0842634673558393
63,-0.629129108874784,1.133110906062916,-1.3361599307313137,-1.7298883835045837,1.7532582967366044,0.21424202784494262,-0.5611361926610804,3.365663387407879,0.39908828822331244,0.5396230819687193,2.745515996734191,-1.1513136703529443,-1.8217511511476023,2.140864366696008,-2.585994170487546,-2.9225104257774017,2.761011757369696,-1.0355922119112897,-1.7537582349338985,4.373416848040971,-0.8507459515329202,-0.6529989603040989,3.7532694573672827,-2.4011479101091764,-2.068007815036969,1.5439600590484874,-1.2320876364158941,-2.0738955810399764,1.9974434244326214,0.25932718566794644,-2.0534762679807956,2.5656703069571227,-2.66243619654333,-1.429720821753861,2.5575622551685253,-1.1257109251225648,-0.6741480353599252,1.1331637019485759,-1.2760392558384022,-1.8742738651179378,1.5236402014228805,0.15918834289578426,-0.6832074352524963,3.314849367643148,0.3843102563415653,0.494298241066418,2.8907627501812656,-1.1186391938927123,-1.7917037151865194,2.203085081100348,-2.6998774822656233,-2.8185992470353747,2.7534353287161504,-0.9685441501871684,-1.8609439582379141,4.218040971439365,-0.7689569857304174,-0.6153580076943472,3.6630643019315317,-2.488114218236646,-1.9554643365954922,1.4250188697617547,-1.0678203410902978,-2.163957654504763,2.0612826169934597,0.22646533809304797,-1.9931575248725613,2.5112589067457036,-2.6787154871505594,-1.448774139890083,2.5179638270803797,-1.1178857433692209,-0.6109836066391398,1.1333289993795068,-1.3305627877820103,-1.7726590379348879,1.7099739234618312,0.21317202287949732,-0.629152406239413,3.3562069860728605,0.4223099344898318,0.520164982447511,2.743438113137241,-1.0927924146848602,-1.7817990329172688,2.1146311411391925,-2.5937050032730955,-2.934446993074065,2.7227417001437866,-1.0692424141470098,-1.8047527003098176,4.340304654343982,-0.8527419762524101,-0.6411677986471096,3.7510274936775296,-2.3634215128020006,-2.0696705377620077,1.5205373280481347,-1.2515488158070767,-2.103169848641061,1.9567523361738217,0.23465001165834787,-2.032852438861089,2.5602923038824943,-2.6742444557875555,-1.4418626744162137,2.5372031799509434,-1.1234661283189402
64,-0.7121150758128454,1.1058496906542428,-1.4604467287681648,-1.7261344551732651,1.6853432030393998,0.16311477834667865,-0.5667706333120266,3.308590780619347,0.30783115765508273,0.44724874604839315,2.7290972682341903,-1.3157303494597608,-1.9879051160784098,2.1203715341767695,-2.619370885982451,-3.0019244954388293,2.6998650465619263,-0.9958093788676072,-1.842560673577591,4.323112624141874,-0.8510929995592031,-0.8285412942171713,3.7436191117567166,-2.474654506674047,-2.146860741091147,1.4970454742130976,-1.264307148644987,-2.069605868117163,1.9244455064255523,0.2328103808317623,-2.2285286798814408,2.543550011877785,-2.674327928782983,-1.5148816624228632,2.516444568336446,-1.1774530554459708,-0.7080231582732732,1.0056309450760954,-1.3863642942261523,-1.7774558118204236,1.662483211505398,0.06367984088582741,-0.8230039991915576,3.28948800435933,0.5490926998163743,0.5257091748381956,2.7271712302607507,-1.3420194323805874,-1.9856585267972051,2.1750834456942907,-2.7374521675133354,-2.890492325971942,2.7714031781060506,-0.9239908062968137,-1.7987130996966183,4.3250742899112735,-0.7838068759625212,-0.7693598808430334,3.708215040662614,-2.532014683963737,-2.1366751115649483,1.6519474893626165,-1.388217856210377,-2.2163583946924073,1.940921590549204,0.2378991510173641,-2.2111945134443998,2.567945331668635,-2.6966481542464633,-1.5264750588597829,2.529578523377842,-1.1763493253709472,-0.7243204423600877,1.107008159224796,-1.4619016484957088,-1.7934693171304545,1.6628031289973464,0.15461899070039564,-0.6148108836052871,3.286826975171961,0.3410062847259352,0.4429475743665945,2.694407421694604,-1.2471175760916733,-1.9448128280340753,2.135388056728978,-2.6375393628064643,-3.005474428224227,2.7229725624706798,-1.0400027040202384,-1.840667354546954,4.318358640458494,-0.8462005141781805,-0.768060507112015,3.7491086190990037,-2.4301193951907525,-2.1705262492879984,1.5131873565997214,-1.2962264113173356,-2.118467835387202,1.9137302633121123,0.1994500220490496,-2.19275473803906,2.5864429120473735,-2.694131012206484,-1.5209470008509784,2.517294008709552,-1.1780148478937689
65,-0.7976427728701769,1.0770193694676915,-1.5800175655980557,-1.7202917328421647,1.6156675170500314,0.11071513644822706,-0.5727962496714347,3.2503363970535335,0.2161275116746244,0.3498527103005533,2.7116882494711936,-1.4746051903716584,-2.1511467487658456,2.095702748076674,-2.643178494799466,-3.073795708737834,2.634350895659014,-0.9524457927531835,-1.9263002255671036,4.269019775662516,-0.8470334175267862,-1.0036512655951157,3.730371628080176,-2.537766119573069,-2.222593111596688,1.4470179125624774,-1.2925847729822189,-2.0617146732223137,1.84926724597873,0.20485090237495784,-2.3993628916251053,2.516771126557055,-2.6761961729124804,-1.598131151835748,2.472473896874463,-1.2247394523653734,-0.6486564290099687,0.91692897162004,-1.6628672680760803,-1.7306172088570695,1.4513486359346146,0.09312969600501994,-0.4066492330986329,3.25242504588313,0.23919760224649275,0.22383623378329529,2.650052108667246,-1.512124828404052,-2.182918258441469,2.223867127577051,-2.587409388726954,-3.184941504431537,2.6590013735022144,-0.902623617903505,-1.812285321714977,4.427073844319353,-0.9485428367095731,-1.0847370167161496,3.6046138421887144,-2.5611681054837674,-2.1759572741520548,1.5457513642213876,-1.300179875346471,-2.0936994255477983,1.864443045203604,0.12133661221195553,-2.190409019455628,2.356005023845249,-2.657722115022908,-1.5715485870583628,2.450137307542055,-1.243543102291804,-0.7963270698624517,1.0646606673726224,-1.5911750735153656,-1.7254291804780066,1.6065731147103166,0.11417723884251951,-0.5584285845830417,3.2475850811177134,0.19553272130362065,0.3623826952643425,2.668915463681788,-1.4805339064931302,-2.131224342812097,2.074210310205956,-2.653318991125122,-3.0540203068640484,2.6480127359248344,-0.967620221285127,-1.899742215083677,4.2601976411919305,-0.8776565420677888,-0.9641034306583778,3.7049130928378338,-2.550847861985673,-2.2277865448735668,1.4501296031327027,-1.2974429990816185,-2.04874223853197,1.8528369013875143,0.18780535058992198,-2.389699626893967,2.52159203187079,-2.687501013652157,-1.584829167761533,2.463602422130364,-1.2371437544063562
66,-0.8856251483814894,1.0466110102548378,-1.694400549754745,-1.7126337621481378,1.5443835045144754,0.05724989959703897,-0.5794397484654787,3.1910074277936444,0.12433926267720508,0.24756886530116962,2.693234933534007,-1.6273111866745789,-2.311082296144814,2.0668326524695364,-2.657323039183251,-3.1380909099114622,2.564605146729174,-0.905672589831467,-2.004896896228803,4.2112290700083435,-0.8385832267513009,-1.1778882824621548,3.7134565757487055,-2.590233676103085,-2.2951565325671406,1.3939520976722135,-1.3168089105631475,-2.0505036263776337,1.772082624985626,0.17555909358553068,-2.5655551857058776,2.485316622666357,-2.6680335558257573,-1.6793912293719837,2.4257010605797196,-1.2673834980752325,-0.6832645264585255,1.0472909947108375,-1.7134044532548944,-1.7483783044291805,1.5263443363382345,0.19453474706469198,-0.8006259395984294,3.344350797923277,-0.01805645256780944,0.22090363237772814,2.6503104915041407,-1.568455859697507,-2.4708947313331886,2.1130499190777305,-2.454892076854566,-3.274408310370743,2.5835757634902135,-0.971870807611128,-1.9623081756094995,4.213143847749919,-0.9027319176557319,-1.1291010539750475,3.89389138672738,-2.609324055275815,-2.2231807383523225,1.2646248018850972,-1.4124525482449484,-2.003262998589596,1.9204942278392225,0.21112042846409668,-2.596860988758193,2.485245763208692,-2.793074329222729,-1.697398375917909,2.458392939132249,-1.2762370295323946,-0.8625521450073809,1.0820445654114366,-1.684098693346347,-1.7242676218233592,1.5759872872295122,0.07049338641833569,-0.6184844696983947,3.2604209246626845,0.10732164728118287,0.23784972915468527,2.72923008133837,-1.617925960424635,-2.2872535958002898,2.046241307535331,-2.6689039182385383,-3.1448941954549334,2.5724266627908596,-0.9339792710534947,-2.0502658766368214,4.227504136464548,-0.8881650233472758,-1.1798860610864186,3.7202356478211964,-2.611083394809532,-2.2910489296672636,1.4097333254505915,-1.3153737642370777,-2.0526526050022302,1.8090281167366244,0.16243662750508192,-2.564106476641453,2.4834868519181312,-2.686140632321295,-1.6852329316058055,2.4469399006690256,-1.2786744542339632
67,-0.9759614850985999,1.0146141011241927,-1.8031442638563742,-1.7034372745955628,1.4716419710706012,0.002930070657025441,-0.5869214198321856,3.130707497383481,0.03282865694756132,0.1405543696647773,2.6736796274370724,-1.7732456775658383,-2.467327074670042,2.0337446646401807,-2.661748697079152,-3.194802864167005,2.4907725345865894,-0.8556743625657525,-2.078287009403628,4.149838060899469,-0.8257757762752166,-1.350811219906665,3.6928101909530606,-2.6318501107886165,-2.364511138323647,1.337926936277171,-1.3368839597836972,-2.0362634814558236,1.6930657360899608,0.145050555850619,-2.7266961860576893,2.4491801169693073,-2.649872291643314,-1.7585877076223702,2.3761801306755532,-1.3052168960093413,-0.9155099524630632,1.1028474073565335,-1.848353297139682,-1.750441489371513,1.498229794035806,-0.040741902947034114,-0.5935346812947678,3.340679676300133,0.008126086872961652,0.10472035446265507,2.6089254468735565,-1.6988264804158446,-2.4854494919918526,1.968807360808038,-2.5296182938518506,-3.0528425637156413,2.430730178012719,-1.042328357701814,-1.9775356404199358,4.081375078323469,-0.7467132163589397,-1.5478216016778488,3.7820699247829914,-2.752967303716695,-2.2914347264169947,1.3393542430608145,-1.4322779017233618,-2.0769671127485014,1.7616975817856309,0.1556400011621424,-2.668254888010441,2.6468241754208557,-2.8062964528144194,-1.7504610721498095,2.4146855333418675,-1.339487010784958,-0.946304204644748,1.0530122096955419,-1.8204444385963607,-1.7042236160156514,1.4892339440181344,-0.003745479999761603,-0.6094594858319087,3.181138167735583,0.01577313337422903,0.145100846418726,2.706799006646658,-1.7724081620493806,-2.434028563777231,2.033043285443382,-2.689643054679639,-3.1892777132588392,2.5020909680563626,-0.8918736169278969,-2.104912319380672,4.164301071347564,-0.8635750199727572,-1.3363512169329412,3.7139246965293795,-2.649577542485023,-2.3521933179021843,1.3580064770749642,-1.3574159743782666,-2.0280291658298855,1.7167817070374292,0.11445040161504916,-2.7143202023543953,2.4682652241870526,-2.6775290377999132,-1.7521817235917938,2.3987815234338234,-1.3269080719908837
