frame,v0_x,v0_y,v0_z,v1_x,v1_y,v1_z,v2_x,v2_y,v2_z,v3_x,v3_y,v3_z,v4_x,v4_y,v4_z,v5_x,v5_y,v5_z,v6_x,v6_y,v6_z,v7_x,v7_y,v7_z,m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z
10,1.5245192156268885,-0.1699145272067757,0.4165971841340774,3.1064837822027496,0.3399065301090622,-0.6912913346264788,2.9718803981324715,2.166312980157285,-0.235922735511834,1.3496016020889443,1.7936458779404618,0.8327551650007647,2.676405637070071,-0.39504391561001306,1.9934678072549834,4.323570034137343,-0.16657438539715294,0.8142229355881904,4.108750782734097,1.912946341136692,1.385429785122515,2.679674766111915,1.6974733718025994,2.4239475003573414,2.94109530475187,-0.6402447090054119,0.5802992781868191,3.561527261585447,0.28342988362271176,-0.6774158031248261,3.0819452712828532,-0.01604374293750624,2.287383343946142
11,1.5212012653268816,0.07005028325448855,0.5043216413154686,3.081021239504792,0.3640017193448066,-0.6206945248674576,2.8633071687895137,2.3123912339683663,-0.13964522575398772,1.5081406097478018,2.044160703967743,1.200779014099016,2.6279417102614873,-0.19028063139865625,2.120051224698437,4.501238658078822,0.0033640715770105467,0.842839016680131,4.104315256063963,1.81900206495739,1.3152527785739405,2.5107593562462327,1.6847244208527419,2.5769097015461253,3.0987622738957823,-0.349142158402405,0.5676828091739381,3.3889547649349243,0.4244080988216498,-0.7051303285652815,3.2785094232281957,0.015612034416493864,2.292865251699982
12,1.265940331496235,0.21541288455287316,0.6652202388454271,3.0621458094403113,0.3220804437484456,-0.6424166821389042,2.8252119123553627,2.423860068234062,-0.14516476935084618,1.3858621417806516,1.910902403427778,1.1447572325091646,2.7660009361171545,-0.15897080934364538,2.2249610277978764,4.14261755759982,0.037671452668467914,1.0224138189646228,4.174636532122145,2.0538730153160802,1.5320822919676291,2.6518622005158297,1.8451538248865678,2.6428723457706034,3.080661727047519,-0.17332135712392496,0.6401835258146717,3.458195470695144,0.5627193879772517,-0.41292023707967945,3.0595659203939047,0.03401602144527885,2.4773838074402454
13,1.2186151883889242,0.038403534989623844,0.6012632616278711,2.7868917990130386,0.6702831238169769,-0.3825903934318,2.714436672310836,2.6888083709727923,-0.14771790307134966,1.1173456049070842,2.0785925345448217,1.3667113656893544,2.7962310850256196,-0.34980368261096684,2.1877016355628163,4.088396955210802,0.365707294257204,0.8952608860784957,4.018050638439916,2.174771265818813,1.2757980506714581,2.6864273619190753,1.8798726776214272,2.621159376272083,2.8837724947452053,-0.30714552856661403,0.6218269018622259,3.2267826616965465,0.5163062639631429,-0.5801788418663817,3.0919688608606646,0.23037701192796978,2.3969360030679363
14,1.2828256307252766,0.2525000758752879,0.9182404724716483,2.663304671728093,0.7749721450759183,-0.4059480781384086,2.5349345977139905,2.5725490822767174,0.05404420360320391,1.025189145844605,1.9961584098516203,1.6294089266466911,3.0054743736712015,-0.10035876090638716,2.2876460513145767,4.204706067932307,0.7148863141644846,0.930775719568587,4.063372374123505,2.228019620528528,1.2214218188608794,2.7639070467014237,1.7654851997904302,2.6510132065107395,2.7228865583785846,-0.2682484991184287,0.9020478608248099,3.1966830380193727,0.7391426332174783,-0.35030269260647673,3.2698689703401933,0.01700785671983321,2.557613787837383
15,1.366121673593956,0.19937983024623818,1.0300102464622625,2.4659018746554606,0.6881232276549784,-0.3366814524915225,2.658856783525087,2.591700572215554,0.22954994296788528,1.1616178317974453,2.15954603614847,1.5923569483902513,2.791724948684152,-0.0027621683657048047,2.1707029521849104,4.146402738998563,0.5106606129674269,0.7515598376240632,3.9430521097005573,2.3631614197015636,1.4535459914367947,2.8426671638987093,1.7997842732060134,2.8662834209124517,2.8123197202891794,-0.233834625528039,0.8159473408927784,2.908270282178615,0.9153500643457465,-0.5466635436929264,3.1263829318962686,0.010332958075540466,2.411978118906051
16,1.298796239388932,0.2822711330342895,1.2272863443050477,2.2522646675529963,0.9302692240752285,-0.49693559036974533,2.281985951971884,2.83481615664199,0.1789999317678505,1.1631213237660092,2.366531162036563,1.7466131501647408,2.994239728717596,-0.052524930365818276,2.3209229260013275,4.20042006413998,0.3774557134824441,0.6489919138419417,4.042723303764451,2.4975147104612625,1.4066712654158655,2.7790248878117074,1.962303819417622,2.893250023360337,2.799133579568416,0.05080379245747603,0.8195957254432338,2.7947448590962565,0.9259041867252772,-0.4843016380312098,3.3851195947613024,0.20163324832552149,2.427984492842832
17,1.4421432217327104,0.5269814408447536,1.2395684593121568,2.400784394377984,1.0039804659078877,-0.5253265949712709,2.125285418961339,2.738466293644135,0.3214005256217593,1.1818760276786116,2.48827018426579,1.9829295653847328,2.916448059089696,0.21164356687385638,2.0512546352049124,4.007979428074862,0.8107085608526625,0.5308245875452907,4.044224424476188,2.648229164750085,1.3152204362125703,2.9470673464727013,2.236529777072625,2.968620807090926,2.6479748537232473,0.07062004539458135,0.7209260715097847,2.77616880837539,1.0032425812635133,-0.4033806577923963,3.3304924521330452,0.36293545050544485,2.414211953499443
18,1.3013347634044852,0.4535785440862794,1.347858601286894,2.0427317659450237,1.1055226855586424,-0.22882404666861753,2.180727074356045,2.9256139002165615,0.5343842779447309,1.2975646300274457,2.4138020953621946,2.2765034579793055,2.883560420410223,0.07266486690851452,2.0891854465734663,4.053571140014058,0.9079387304695614,0.6200988135835144,3.896383646665377,2.5978316811723885,1.5842102605435102,2.938281533686358,2.0759482377682157,3.053611915761031,2.607769643303525,0.22895997156385045,0.7427097967240475,2.5937128642198206,1.388842758343117,-0.24439041347885584,3.5636744616241782,0.3358438251163753,2.2537970238793616
19,1.1491785482605246,0.5723913687461217,1.5804668847049645,1.8294126087893883,1.405147053816374,-0.2269715260009036,1.9416159945532323,3.0055943132805933,0.3718124073082738,1.229719328453785,2.42876340317239,2.09052045352162,2.8486714668930353,0.23211704637716057,2.4189335356988426,3.789122040453417,0.8007543653474233,0.5452386077604344,3.7734538484021147,2.535992725301374,1.312852238155103,2.9407309208656334,2.1899288817238127,3.1853958033022933,2.6046644534381334,0.2684017177986856,0.7226605299798184,2.653993642383749,1.3157513327430588,-0.3449630297550361,3.421305942281926,0.4792779074696788,2.300417106203614
20,1.0697545950700236,0.5718866613041941,1.5571207357172532,1.8008803967861668,1.280053093222277,-0.14493961201300123,1.838747298706373,3.3427497301159494,0.3607233657166996,1.2452936274992086,2.5921938344456836,2.1344600208362303,2.955588186393191,0.29721699589757944,2.0865980328576774,3.6401773551836345,0.9480686140123353,0.6865975491507779,3.820549009806384,3.0272944678260214,1.3649406925509309,2.8859739152284183,2.122921815636868,3.057689639790443,2.2980715923239616,0.4538960300688929,0.8164999986232729,2.206366527372285,1.487316714779945,-0.26851013732315265,3.400019981696995,0.648429555830313,2.159175925869306
21,1.1552413039837581,0.7431437297615767,1.6115838234891111,1.7433185369320379,1.3221145269309509,-0.00760647081025434,1.7266741877173453,3.222085768944889,0.8175420677354579,1.057672540888874,2.370119660755694,2.2995258679508335,3.0563666680270627,0.2750413156714374,2.368587756432561,3.404630223522621,1.336122168354812,0.47166244480293135,3.637611019777772,2.939116809272225,1.30312462740059,3.0264613693038322,2.3405466255500293,3.017181420983041,2.3596508382828953,0.4320107999170599,0.8376924409088047,2.119361724750281,1.3486054844379791,-0.41362438034219207,3.515667334022635,0.6230733708283306,2.191834246534705
22,1.063146103636395,0.7733572667283243,1.6631748003279219,1.487678551363348,1.5592858159125567,-0.1425069508163862,1.6681900012795545,3.18246871917572,0.9003333919873117,1.170418160375688,2.5772278588202604,2.6575073680630394,3.162262175392886,0.5732538653944466,1.9653565007981537,3.371963347846782,1.210437195333697,0.39023258753866064,3.6135426483717925,3.0133704609846337,1.2483876602749153,2.9820321395158245,2.2236908677901543,2.8508653155561263,2.1728246273628815,0.4173341667868987,0.7442779248130769,2.0366659536929377,1.5249093950562602,0.019139440552663922,3.488535126695897,0.6983568221429506,2.058093483017278
23,1.1000699367807967,0.7333068007791235,1.7961394863537468,1.676041319316116,1.6190106265088788,0.12514479715155402,1.44081885336974,3.423867007012815,1.0568958845910625,1.0584458734542126,2.770864678783761,2.724312054939283,2.9332832443110024,0.6037461097849512,2.193783727878595,3.4417048347714876,1.2212288969687968,0.25009352496721066,3.4458756053877093,3.169557265629005,1.2544728088092907,3.098403652386846,2.205720139589557,3.0041464245210436,2.243064060624942,0.6908527110781838,0.9440513571487852,1.8558478144006076,1.7626417422374288,-0.21596879597380522,3.2634417778651796,0.7970436355539188,2.089402738851405
24,1.0269565755980574,0.7129790165826511,1.734532442287071,1.3799850220091308,1.7098775394961618,0.1325856952834531,1.3995890984963641,3.5011675494310666,1.0533383168342487,1.0702817432642604,2.6346248324584454,2.691484878147851,2.9336048809019193,0.5781734877437754,2.056783626211537,3.204050686276123,1.6078454933651365,0.16690704804450868,3.355325908233813,3.222655655580032,1.2961398773922905,3.1187975055037858,2.4966340346371676,2.781088522434927,2.122045265695552,0.8043352368986607,0.8339627585521061,1.7190368026669682,1.7583466108682553,-0.032570178144466944,3.6420913352608815,0.7922480153635457,1.9400936114430174
25,1.11585200806896,1.0459160166524895,1.8407318794894743,1.0877869140458345,1.7670421398742402,-0.016674215400334397,1.1926255050809949,3.464718028509863,0.9594059011077942,1.1217301755925062,2.6812917797578493,2.9664827534013227,2.858314583315992,0.7759408217818743,1.9424154579592419,3.112495651822858,1.6522523298317486,0.07629509372385516,3.310368101380501,3.371327105861173,1.1562272441960137,3.141751955754647,2.6929501003500844,2.8184551658717747,1.9522068200789653,0.7315726625985822,0.755641171647639,1.3881061523894052,2.0186439906513964,0.004153672553371457,3.330000357358682,0.8199003109053176,1.939431967597172
26,0.8868827137331977,0.9960921651514181,1.9551713386065315,0.8342436326607122,2.027408881956262,0.3496003725952964,1.1133068970497184,3.58935233407955,1.1381269202021889,1.1643184190977194,2.7541175388930426,3.075427266241991,2.9150021467245697,0.6658595500014749,1.7466078813536634,2.903316891478923,1.6822359556153297,0.29912915927123757,3.1134164875072194,3.463391576316492,1.0575588591561378,3.2403039187565046,2.7538466452925747,2.7709807027070386,1.8631215820809521,0.9747238737837224,0.8605834097220727,1.4756345083308118,2.043963630784879,-0.13819745333325323,3.4131287975994273,1.0886700413992296,1.873986310262425
27,0.9652122767713139,1.0818590344525185,2.0849859114707203,0.9812909269114583,2.0109058265143425,0.20424295186491054,1.0819472660274616,3.8077595036746037,1.097591042091285,1.1755530741242983,2.676931453529257,2.929260684013048,3.0284404808185115,0.8326677175609799,1.8017031495690397,2.693199834606911,1.8590264396234866,0.11450632033797496,3.269711790611873,3.4946970287938544,1.0302027842836743,3.1497345325052812,2.712376908003727,2.745859790808142,1.8436870963656715,1.00531753291174,0.7880855773172929,1.0856367526093007,2.086825264674283,0.04060316735223009,3.2104449511684696,1.065719731379771,1.6139708674013473
28,1.0070604883327097,0.8628382773672596,1.936526709483295,0.7396547701694143,2.1718005716194098,0.26382122801735575,0.9072583384378784,3.9301610952928767,1.1003417031524654,0.9285199382224534,2.785955632503812,2.916960310844628,2.7596423656718683,0.9518697130358537,1.7260987303690958,2.6197355415340033,1.7530948292891675,0.06694175173419122,3.0020082308477782,3.5980049024311604,1.1391065575803785,3.01560187919656,2.4552787708662867,2.6072746910732865,1.712079836277342,1.0407757585200057,0.7182471410053234,1.0054272591895095,2.0199894714735245,0.11286428323633899,3.2559147405013227,1.2386279136071054,1.6031235664844143
29,0.9068873718190485,1.1096953439950454,2.0526413700537987,0.6270109052683914,2.2131216049861164,0.33779408195002014,0.9321936270906123,3.7839236049663967,1.4508676413384043,1.0921274417478672,2.9455034816851526,2.992568673801217,2.673071560374294,0.9608433413501017,1.5307883978449486,2.6017400048629375,1.910258237929832,-0.1354533288012354,2.6272761989196365,3.6429808263574093,0.655491036670931,2.9563134102876503,2.7367651878956982,2.6661875342711037,1.6573509505998334,0.9892493059974655,0.7065681399685608,0.8108479153816395,2.102790186036856,0.15367597022681437,3.29488082392296,1.1790171950958255,1.4496852979741026
30,0.85617810902213,0.8837291834726421,1.9896324932145926,0.35762339608255933,2.0406654254315315,0.3358934326658508,0.9427722601603987,3.9037219616295946,1.307061637677153,1.2297798929560977,2.9266484630555425,3.106989674458916,2.7696709432714095,0.9497706129762336,1.5588123435913872,2.393538437476532,2.1569083688555155,-0.09783957711398074,2.7963269570593976,3.712675774778557,0.9705587239822413,3.120649653341739,2.920800627091188,2.4202473051220577,1.684065797249114,1.172734374659704,0.6113109180555458,0.6052607480829545,2.255715652082242,0.0800640082823133,3.1944314486181526,1.217580114958059,1.3164654396754834
31,1.0240452458477116,1.2934920678772175,2.0554648409372778,0.2953007971094248,2.2090427564067348,0.46915154794498254,0.5657949510745705,3.856512249905834,1.250029306265172,1.2263142805488596,2.87066762475068,2.9726017907209275,2.8618247358473754,0.9576569756989685,1.2260042559908415,2.208553480680449,2.2612452451281806,-0.06319821014032329,2.516793630839364,3.9496137781233545,0.7736461367448092,3.0637370878260968,2.85380981566113,2.4467619948341555,1.246180599131612,1.3649880478613305,0.7758578920113798,0.4353876924673408,2.3919896266786225,0.12068925131181694,3.095240605767921,1.2932534001191738,1.1179067851947135
32,0.7819643035215569,1.2685275608666098,2.054687193459763,0.12301497966399227,2.32595135749212,0.16450372512640132,0.691528057970181,3.746754696330963,1.428528341551105,1.0891277962184551,2.6937310991500705,3.1318243052401815,2.59153916180982,1.179891866976389,1.2450166638187217,2.061570066915222,2.2504504953959543,-0.429559691523128,2.5300677411979917,3.8653372357552853,0.5584957895317632,3.012072840904785,2.9672620456482357,2.3501453444199987,1.2601838652009278,1.2440995652380862,0.5635162372007839,0.552153152264518,2.4507020787528284,0.14712400484282717,3.091308719339481,1.4448649002053071,1.0201253416349436
33,0.7396760548611931,1.1723259713870284,1.976157526053927,0.10459820463642659,2.301196540672542,0.5617781678550273,0.4807914622082789,3.9629309974363003,1.3078246551962465,1.3079716771863477,2.873200471231114,3.0988113242068644,2.275759836463721,1.4182221540970437,1.1073163536666157,1.9487278664598793,2.221909945669794,-0.3088128825830518,2.1895958984151704,3.9225891686256467,0.8404434258133578,3.0033450041531635,2.890193497249822,2.227412653066996,1.2339215335885676,1.3529688267915292,0.5866081976754268,0.43396659054902176,2.46220223854654,0.15612856138583298,3.0046208888314756,1.6034751322805019,1.0210339577880703
34,0.7979268795856778,1.0911658988375454,2.113914038971698,-0.2075892956857585,2.3689239503171566,0.44968615297632897,0.39840390321644903,4.018160568102771,1.5774711017379908,1.2740184270659258,3.0134614402956275,3.0161459581076855,2.461288643205478,1.368964470019596,1.1065954452055455,1.5359349114541943,2.4654897738584056,-0.36769147721915263,2.1267118368915323,4.189944371483751,0.5674073320612036,2.996034446341335,2.9018724940415423,2.0094279432859268,0.9623041429208967,1.2499470094127851,0.6607761629144958,-0.03895461587795222,2.419563675362047,-0.04848221896088134,2.7392146098852477,1.4316464401622264,0.9187418638861546
35,0.8095872633245855,1.1604161688470174,2.1377598353409,-0.11586685688250392,2.3442435481846564,0.30907170742344164,0.5536989992597494,3.8724383198626606,1.4131557828240924,1.349510745173625,3.1078753240022183,3.0696269152665034,2.4557291684418416,1.3941190127577148,0.9346968814830916,1.5525821554432964,2.5102582041588533,-0.4937285398954216,2.0090781312570067,4.0414114828787495,0.4864672206316959,2.7686907225994055,2.959478495915213,1.7691795934989516,0.8476264568103092,1.465007327677825,0.5887131862401443,-0.006999183670287498,2.40761280493277,0.09754972948920358,2.7931618344057187,1.5356937506000576,0.5807777650364081
36,0.7378252645278827,1.1539828225369002,1.876403591756942,-0.4646018742268127,2.350044325489381,0.6220541942910348,0.0889948142969976,4.077476141260489,1.6026340645066397,1.317562562452299,2.8964562590096774,3.0168019276622573,2.318904012005062,1.3525930932191423,0.7191716342312885,1.3466919852834904,2.5597834762254768,-0.5647889872171165,1.801656525984333,4.111854955017759,0.3054131600050526,3.060832748444122,2.8943949013724866,1.652173207670996,0.7708770138494306,1.5865379119075422,0.36538351369258615,-0.11499379830445537,2.5384440576355622,0.2527682874771838,2.5041065711397383,1.9172529759148058,0.33027039090794796
37,0.6875307056169714,1.3336397941985798,1.8521842615752462,-0.46273940592330093,2.42603222697553,0.6225634567551882,0.16123655047530863,4.1478072992996395,1.846988070349504,1.220946846767173,2.745686898818737,2.8097296076280625,2.464921526935958,1.374740909686766,0.7248817926182721,1.2739613999483714,2.5685017331564426,-0.574753622280426,1.8891783715272688,4.1983528738997675,0.3557434944239019,2.768929892449349,2.9660377840857275,1.5037958182003566,0.6039391022228503,1.5473684058744097,0.2606405225514342,-0.3533856462644866,2.4864645000117913,0.2849018904743655,2.5523226926510585,1.570819782453745,0.3299220629434037
38,0.7524076568677014,1.1666396596639101,1.9148057288859142,-0.5109836644842053,2.3927261144714778,0.6376433744267045,0.1633964659946789,4.073012048808413,1.6955008230928754,1.198022738475752,2.906724053556491,2.604581982167409,2.090060935230692,1.422856641515858,0.33846309967885146,1.0422665358454235,2.798001956236052,-0.631398301981123,1.4698752820204384,4.259414308826997,0.42740259758184107,2.7758045728928686,3.3473645692803586,1.4497528195330287,0.62824156458055,1.5567796540296146,0.29137104312943884,-0.5247800799532629,2.744228245112717,0.3729114232308357,2.264685453776018,1.7030336139458344,-0.049303249260755244
39,0.6527440515177877,1.1925438760936025,1.4610590389502294,-0.6181950481306722,2.732131235257826,0.664484014189156,0.12703647633301257,4.083639490943016,1.6417153209480442,1.3940928745969272,2.866478353865837,2.689600510576681,2.0214099032035016,1.5030190132727883,0.35987191793256346,0.7127463195040574,2.6742042894913656,-0.6969383255663808,1.3406358044661115,4.345222192751276,0.23501197133617163,2.7980699866386747,3.2099231534988006,1.2446781680284098,0.5728101600521902,1.7671941080841234,0.2720321295652114,-0.6367730401473709,2.56868240058898,0.19453912781027322,2.1803009409060383,1.8395239446441125,-0.043639911570778525
40,0.578974489861848,1.3691000114589293,1.5904342935728781,-0.7079123278911635,2.5042949157013736,0.4861618082267548,-0.11113277582627179,4.067204719942461,1.5348641003626504,1.3726656262011452,3.0529718205518863,2.691485466333138,1.8499569156010602,1.7737982359412943,0.12238892795086961,0.5077206159363561,2.7451020940993107,-0.8365004929347996,1.2419747870234246,4.407249983985213,0.1819289836036188,2.61096906053881,3.252185440525194,1.198711919493912,0.46748395479693416,1.516855251069775,-0.10280806738995002,-0.6679125437984528,2.584706348043342,0.30067127032315744,1.9548373677708804,1.7827948296940421,-0.13048900245169104
41,0.6194991283617659,1.2697413772893291,1.2521637202774234,-0.9059099343027652,2.5474873610359636,0.5511077296594913,-0.05528571266656747,4.082417337852282,1.712225547878099,1.3332054340059505,2.805726885547718,2.5862226110394495,1.731715383577163,1.6750833373410832,-0.14014280888831876,0.30837101395169075,2.770248063023094,-0.8763796819283517,1.3015338719181102,4.297179582406521,-0.0651437043425975,2.6723491584622545,3.2325227858507626,0.8415742245340951,0.3577159482325207,1.638588481351738,0.2698680302873746,-0.8121255583326888,2.689216207240706,0.559176754049266,1.8660732625915997,2.09776319381978,-0.314200702592325
42,0.6427921075212382,1.492854272438215,1.4212401035307773,-1.0164564584455045,2.5602476945702324,0.6431304890834026,0.07521479313420318,4.096187432135563,1.6104666674839145,1.3460767489602763,2.77027394256353,2.256975081329647,1.7383046454020317,1.663275639847357,-0.3064288985781724,0.21819587986807293,3.0250828107215866,-0.836980131809059,1.079126112988353,4.3991163051493105,-0.11495973299323811,2.5833873595955645,3.264980502611252,0.7092756946010287,0.26764602083515054,1.785159920262732,0.06614669094335021,-0.7768275430156797,2.6853700436117696,0.45464876614177213,1.7812194312825618,2.1088597532527915,-0.3499505420564686
43,0.5310493346916226,1.3979294071029478,1.4254180518603303,-1.0624598405547432,2.4318072126541677,0.6148899877714993,-0.37140341826864964,4.283070101549211,1.5236488123617729,1.3093372049734884,2.8781396783762028,2.2635067296705986,1.5652009289642352,1.8640985319132797,-0.41493951809561647,-0.03931529033145046,2.977937558316219,-0.9802972978128246,0.9893282469185952,4.560498267598325,0.03265833517085033,2.4011121428464524,3.457119777992948,0.5760691233919867,-0.11365107680801056,1.7964281741161732,-0.11241580835182752,-1.154256567477751,2.815201545873988,0.5021598888183931,1.62092330327407,2.169059720048785,-0.48978986516835415
44,0.4704587277424407,1.6097865918733134,1.2685959531895148,-1.2818478135977172,2.58813350311828,0.7624879455654525,-0.09065716082119138,4.1360981077003585,1.6014146986721176,1.2100926876173168,2.8846965862922067,2.0178811331987507,1.2858679787633422,1.88380137224083,-0.3438961885813199,-0.16876747074960682,2.8685362861478034,-0.9540992537436321,0.7975676263853297,4.483126933484919,-0.12107304723961791,2.231528244669404,3.3024343320560807,0.44482959436124564,-0.11455519719310606,1.8218295229026167,-0.20472853124818297,-1.2477100727432997,2.830813423575011,0.35549811548919674,1.629522507054896,2.1519611327178167,-0.7926829611254225
45,0.5040905972241154,1.2114568078363401,0.924010635269022,-1.3330593863528755,2.6317904977819544,0.670700073728898,-0.00499410825439961,4.000191668956914,1.6093997346088051,1.4847222273682354,3.104987011328972,2.171300590101698,1.3202574501219246,1.97191986732932,-0.6046409262441406,-0.3140683342533985,2.9666337494249135,-1.119919137655447,0.5274378304634839,4.555818200188691,-0.21836333827498464,2.1887392898829234,3.516128476988641,0.21000578343588472,-0.07270338532976203,1.6855828543345006,-0.20463449134376976,-1.3725863803421772,2.569147266721149,0.3968892048668252,1.2777993837436397,2.394434940565394,-0.9045241714528528
